osm_id,osm_type,source_layer,name,capacity,access,brand,stars,rooms,powierzchnia_m2,latitude,longitude
41927532,way,centrum_handlowe,Westfield Arkadia,,,Westfield,,,81667.7724609375,52.25680245750003,20.984272100625
42903586,way,centrum_handlowe,Centrum Handlu Hurtowego,,,,,,254468.453125,52.05940474090908,20.86204994318182
42903594,way,centrum_handlowe,EACC,,,,,,54454.7001953125,52.0562709,20.857011664
42955017,way,centrum_handlowe,C.H. Omni,,,,,,8312.37548828125,50.280951569230766,19.568368161538466
44095305,way,centrum_handlowe,Galeria Sanowa,,,,,,29678.1923828125,49.79084583853211,22.78308074403669
44774948,way,centrum_handlowe,Galeria Ferio,,,,,,12814.47216796875,51.207435596103885,16.153780928571425
45073927,way,centrum_handlowe,CH Rondo,,,,,,28208.654296875,53.12419859529412,17.984927974117653
46093495,way,centrum_handlowe,Stara Kuźnia,,,,,,5034.234375,53.48400604545456,18.749664609090917
46093539,way,centrum_handlowe,Unia Park Handlowy,,,,,,5028.99560546875,53.48514892368421,18.751475344736843
46237738,way,centrum_handlowe,Galeria Pomorska,,,,,,47934.35546875,53.12483675963303,18.067023676146786
46238669,way,centrum_handlowe,Centrum Handlowe Auchan Bydgoszcz,,,,,,29550.95556640625,53.13721600000001,18.11544107906977
48306888,way,centrum_handlowe,Bonarka City Center,,,,,,65685.22314453125,50.02801960511944,19.951396403071666
53064322,way,centrum_handlowe,Galeria Turzyn,,,,,,23338.6728515625,53.42611023902438,14.528552475609755
53606022,way,centrum_handlowe,Galaxy,,,,,,28281.66357421875,53.43356249253728,14.556860926865673
56996492,way,centrum_handlowe,OMNI Molo,,,,,,24438.724609375,53.41068273035712,14.522238542857144
58471307,way,centrum_handlowe,CH Ster,,,,,,35255.1806640625,53.42921325000001,14.483410642857145
58796359,way,centrum_handlowe,,,,,,,14919.81494140625,50.45189644313726,16.63907579411764
61190204,way,centrum_handlowe,KEN Center,,,,,,18167.5888671875,52.15349690238095,21.040707023809528
61409127,way,centrum_handlowe,CH Nowa Górna,,,,,,17261.2373046875,51.710723610416665,19.491702052083337
61993281,way,centrum_handlowe,Centrum Meblowe Top Shopping,,,,,,11074.89990234375,53.38601892162162,14.645110067567572
62202278,way,centrum_handlowe,Galeria Gocław,,,,,,22706.53125,52.232593401818185,21.093788136363635
68992480,way,centrum_handlowe,CH Piekary,,,,,,14473.2412109375,51.20099801,16.214978555000002
69018556,way,centrum_handlowe,Galeria Gryf,,,,,,18838.2705078125,53.3858664117647,14.662120029411764
69018967,way,centrum_handlowe,Helios I,,,,,,6091.2265625,53.38180734210527,14.655619489473684
69976861,way,centrum_handlowe,Focus Mall,,,,,,31344.634765625,51.41116765333334,19.66766908
70083988,way,centrum_handlowe,Plejada,,,,,,35271.931640625,50.29048053835615,19.152255590410963
74867441,way,centrum_handlowe,Galeria Gołąbkowice,,,,,,10265.4150390625,49.6218941,20.7204488125
77708112,way,centrum_handlowe,Galeria Sfera II,,,,,,16604.86865234375,49.82540121774192,19.04811508709678
82331688,way,centrum_handlowe,Centrum Handlowe Osowa,,,,,,41787.1728515625,54.42582028947369,18.49048975263157
84203009,way,centrum_handlowe,M1 Częstochowa,,,,,,31841.53759765625,50.83741803030303,19.1167487409091
87527970,way,centrum_handlowe,Galeria Krakowska,,,,,,29483.26904296875,50.06791933600002,19.946233994000007
88196036,way,centrum_handlowe,Manhattan,,,,,,7377.359375,54.377315455555554,18.60735587407408
88201352,way,centrum_handlowe,Galeria Bałtycka,,,,,,23827.81982421875,54.38262057868855,18.600771968032785
88386558,way,centrum_handlowe,Galeria Morena,,,,,,31104.50537109375,54.35212060212764,18.593514885106384
88396664,way,centrum_handlowe,Alfa Centrum,,,,,,11722.43896484375,54.40426209,18.58739951
88405401,way,centrum_handlowe,Galeria Przymorze,,,,,,28693.064453125,54.40951340759493,18.591969169620256
88475334,way,centrum_handlowe,Galeria Zaspa,,,,,,6032.833984375,54.38980289263156,18.61016575578947
88826977,way,centrum_handlowe,Atrium Kasztanowa,,,,,,12383.21044921875,53.15855429487181,16.756849005128206
89435562,way,centrum_handlowe,Centrum Handlowe Nowe Bielawy,,,,,,26851.2294921875,53.032824568,18.694665888000003
89445343,way,centrum_handlowe,CH Jantar,,,,,,49787.75244140625,54.45464594977782,16.98995870355555
89477892,way,centrum_handlowe,Centrum Handlowe Kometa,,,,,,19635.58740234375,53.0349359081081,18.614689770270267
89833249,way,centrum_handlowe,Centrum Handlowe Arena,,,,,,30921.3173828125,50.30715834693879,18.646304667346936
90061177,way,centrum_handlowe,,,,,,,9982.14990234375,54.415081,18.4756332
91187990,way,centrum_handlowe,ASG,,,,,,40602.17041015625,52.05655095600002,20.859795388
92143100,way,centrum_handlowe,Klif,,,,,,12084.08056640625,52.24655797215189,20.979327031645564
94903677,way,centrum_handlowe,Retail Park,,,,,,5965.568359375,49.80281399310344,19.029726317241376
95513837,way,centrum_handlowe,Centrum Handlowe Auchan Gliwice,,,,,,27057.177734375,50.25649521874999,18.6573852734375
95662142,way,centrum_handlowe,Łabędzka Park,,,,,,17367.99072265625,50.31157600000001,18.62764881818182
